regionu	region	Ncmsl
prodale	prodati	Vmp-pf
samo	samo	Rgp
jednu	jedan	Mlcfsa
ili	ili	Cc
nekoliko	nekoliko	Rgp
kompanija	kompanija	Ncfpg
po	po	S
toj	taj	Pd-fsl
ceni	cena	Ncfsl
.	.	Z
		
Seb	Seb	Npmsn
Bitići	Bitići	Npmsn
,	,	Z
izvršni	izvršan	Agpmsny
direktor	direktor	Ncmsn
Instituta	institut	Ncmsg
za	za	S
balkansku	balkanski	Agpfsay
politiku	politika	Ncfsa
,	,	Z
slaže	slagati	Vmr3s
se	sebe	Px---a
sa	sa	S
tim	taj	Pd-nsi
.	.	Z
		
Glavni	glavni	Agpmpny
nedostaci	nedostatak	Ncmpn
su	biti	Var3p
prodaja	prodaja	Ncfsn
po	po	S
nižim	nizak	Agcfply
cenama	cena	Ncfpl
,	,	Z
s	sa	S
obzirom	obzir	Ncmsi
da	da	Cs
se	sebe	Px---a
vrednost	vrednost	Ncfsn
[	[	Z
kompanija	kompanija	Ncfpg
]	]	Z
smanjivala	smanjivati	Vmp-sf
zbog	zbog	S
lošeg	loš	Agpnsgy
upravljanja	upravljanje	Ncnsg
,	,	Z
nefunkcionisanje	nefunkcionisanje	Ncnsn
preduzeća	preduzeće	Ncnsg
i	i	Cc
optužbe	optužba	Ncfpn
za	za	S
korupciju	korupcija	Ncfsa
,	,	Z
rekao	reći	Vmp-sm
je	biti	Var3s
on	on	Pp3msn
za	za	S
SETimes	SETimes	Xf
.	.	Z
		
Tu	tu	Rgp
su	biti	Var3p
takođe	takođe	Rgp
troškovi	trošak	Ncmpn
izgubljenih	izgubljen	Agpfpgy
mogućnosti	mogućnost	Ncfpg
:	:	Z
U	u	S
nekim	neki	Pi-mpl
slučajevima	slučaj	Ncmpl
je	biti	Var3s
privatizacija	privatizacija	Ncfsn
mogla	moći	Vmp-sf
da	da	Cs
donese	doneti	Vmr3s
bolje	dobar	Agcfpay
usluge	usluga	Ncfpa
i	i	Cc
efikasnost	efikasnost	Ncfsa
.	.	Z
		
Sejdiu	Sejdiu	Npmsn
kaže	kazati	Vmr3s
da	da	Cs
je	biti	Var3s
,	,	Z
iz	iz	S
ove	ovaj	Pd-fsg
perspektive	perspektiva	Ncfsg
,	,	Z
proces	proces	Ncmsn
bio	biti	Vap-sm
prenagljen	prenagliti	Appmsnn
…	…	Z
bez	bez	S
plana	plan	Ncmsg
za	za	S
ekonomski	ekonomski	Agpmsayn
razvoj	razvoj	Ncmsan
i	i	Cc
da	da	Cs
je	biti	Var3s
privatizacija	privatizacija	Ncfsn
dovela	dovesti	Vmp-sf
do	do	S
velikih	velik	Agpmpgy
problema	problem	Ncmpg
za	za	S
radnike	radnik	Ncmpa
.	.	Z
		
On	on	Pp3msn
ukazuje	ukazivati	Vmr3s
na	na	S
kompanije	kompanija	Ncfpa
u	u	S
istočnom	istočni	Agpmsly
regionu	region	Ncmsl
Ana	Ana	Npfsn
Morava	Morava	Npfsn
,	,	Z
gde	gde	Rgp
je	biti	Var3s
ranije	rano	Rgc
bilo	biti	Vap-sn
skoro	skoro	Rgp
17	17	Mdc
radnika	radnik	Ncmpg
,	,	Z
u	u	S
preduzećima	preduzeće	Ncnpl
koja	koji	Pi-npn
su	biti	Var3p
sada	sada	Rgp
privatizovana	privatizovati	Appnpny
.	.	Z
		
Danas	danas	Rgp
ta	taj	Pd-npn
preduzeća	preduzeće	Ncnpn
zapošljavaju	zapošljavati	Vmr3p
[	[	Z
manje	malo	Rgc
od	od	S
]	]	Z
1.7	1.7	Mdc
njih	oni	Pp3-pg
--	--	Z
ni	ni	Qo
10	10	Mdc
odsto	odsto	Rgp
radne	radni	Agpfsgy
snage	snaga	Ncfsg
nije	biti	Var3s
zadržano	zadržati	Appnsny
,	,	Z
tvrdi	tvrditi	Vmr3s
Sejdiu	Sejdiu	Npmsn
.	.	Z
		
Bitići	Bitići	Npmsn
kaže	kazati	Vmr3s
da	da	Cs
bi	biti	Vaa3p
jači	jak	Agcmpny
sindikati	sindikat	Ncmpn
doneli	doneti	Vmp-pm
bolje	dobar	Agcmpay
ishode	ishod	Ncmpa
.	.	Z
		
Ovde	ovde	Rgp
je	biti	Var3s
glavni	glavni	Agpmsny
problem	problem	Ncmsn
nepostojanje	nepostojanje	Ncnsn
pravih	prav	Agpmpgy
sindikata	sindikat	Ncmpg
.	.	Z
		
Radnici	radnik	Ncmpn
nisu	biti	Var3p
mogli	moći	Vmp-pm
da	da	Cs
ispregovaraju	ispregovarati	Vmr3p
sporazum	sporazum	Ncmsan
koji	koji	Pi-msn
omogućava	omogućavati	Vmr3s
lakšu	lak	Agcfsay
tranziciju	tranzicija	Ncfsa
.	.	Z
		
Toliko	toliko	Rgp
je	biti	Var3s
radnika	radnik	Ncmpg
otpušteno	otpustiti	Appnsny
.	.	Z
		
Kada	kada	Rgp
su	biti	Var3p
u	u	S
pitanju	pitanje	Ncnsl
oni	onaj	Pd-mpn
koji	koji	Pi-mpn
i	i	Cc
dalje	daleko	Rgc
rade	raditi	Vmr3p
,	,	Z
[	[	Z
ne	ne	Qz
postoji	postojati	Vmr3s
]	]	Z
garancija	garancija	Ncfsn
za	za	S
bezbednost	bezbednost	Ncfsa
na	na	S
radu	rad	Ncmsl
.	.	Z
		
Feronikeli	Feronikeli	Npmsn
je	biti	Var3s
flagrantan	flagrantan	Agpmsnn
slučaj	slučaj	Ncmsn
u	u	S
kojem	koji	Pi-msl
nedostatak	nedostatak	Ncmsn
političke	politički	Agpfsgy
volje	volja	Ncfsg
da	da	Cs
se	sebe	Px---a
reši	rešiti	Vmr3s
pitanje	pitanje	Ncnsa
bezbednosti	bezbednost	Ncfsg
na	na	S
radu	rad	Ncmsl
ugrožava	ugrožavati	Vmr3s
živote	život	Ncmpa
radnika	radnik	Ncmpg
,	,	Z
rekao	reći	Vmp-sm
je	biti	Var3s
on	on	Pp3msn
za	za	S
SETimes	SETimes	Xf
.	.	Z
		
Poslednjih	poslednji	Agpmpgy
meseci	mesec	Ncmpg
povređeno	povrediti	Appnsny
je	biti	Var3s
više	mnogo	Rgc
radnika	radnik	Ncmpg
kompanije	kompanija	Ncfsg
Feronikel	Feronikel	Npmsn
na	na	S
centralnom	centralan	Agpnsly
Kosovu	Kosovo	Npnsl
,	,	Z
što	što	Pi3n-n
je	biti	Var3s
primoralo	primorati	Vmp-sn
predsednika	predsednik	Ncmsay
parlamenta	parlament	Ncmsg
Jakupa	Jakup	Npmsay
Krasnićija	Krasnići	Npmsay
da	da	Cs
pozove	pozvati	Vmr3s
na	na	S
bolje	dobro	Rgc
i	i	Cc
sigurnije	sigurno	Rgc
uslove	uslov	Ncmpa
rada	rad	Ncmsg
.	.	Z
		
Feronikel	Feronikel	Npmsn
je	biti	Var3s
privatizovan	privatizovati	Appmsnn
2007	2007	Mdo
godine	godina	Ncfsg
.	.	Z
		
Kazna	kazna	Ncfsn
medijskom	medijski	Agpmsdy
mogulu	mogul	Ncmsd
obnovila	obnoviti	Vmp-sf
debatu	debata	Ncfsa
u	u	S
Makedoniji	Makedonija	Npfsl
Neki	neki	Pi-mpn
tvrde	tvrditi	Vmr3p
da	da	Cs
je	biti	Var3s
presuda	presuda	Ncfsn
Veliji	Velija	Npmsd
Ramkovskom	Ramkovski	Npmsd
napad	napad	Ncmsn
na	na	S
slobodu	sloboda	Ncfsa
medija	medij	Ncmpg
,	,	Z
ali	ali	Cc
drugi	drugi	Mlompn
tvrde	tvrditi	Vmr3p
da	da	Cs
dokazi	dokaz	Ncmpn
o	o	S
njegovim	njegov	Ps3npl
krivičnim	krivični	Agpmply
delima	deo	Ncmpl
govore	govoriti	Vmr3p
suprotno	suprotno	Rgp
.	.	Z
		
Medijski	medijski	Agpmsny
mogul	mogul	Ncmsn
Velija	Velija	Npfsn
Ramkovski	Ramkovski	Npfsn
osuđen	osuditi	Appmsnn
je	biti	Var3s
na	na	S
13	13	Mdc
godina	godina	Ncfpg
zatvora	zatvor	Ncmsg
zbog	zbog	S
utaje	utaja	Ncfsg
poreza	porez	Ncmsg
i	i	Cc
pranja	pranje	Ncnsg
novca	novac	Ncmsg
.	.	Z
		
Krivična	krivični	Agpfsny
presuda	presuda	Ncfsn
i	i	Cc
zatvorska	zatvorski	Agpfsny
kazna	kazna	Ncfsn
medijskom	medijski	Agpmsdy
mogulu	mogul	Ncmsd
Veliji	Velija	Npmsd
Ramkovskom	Ramkovski	Npmsd
,	,	Z
koji	koji	Pi-msn
je	biti	Var3s
često	često	Rgp
kritikovao	kritikovati	Vmp-sm
makedonsku	makedonski	Agpfsay
vladu	vlada	Ncfsa
,	,	Z
mogla	moći	Vmp-sf
bi	biti	Vaa3s
da	da	Cs
zaplaši	zaplašiti	Vmr3s
medije	medij	Ncmpa
,	,	Z
kažu	kazati	Vmr3p
novinari	novinar	Ncmpn
u	u	S
toj	taj	Pd-fsl
maloj	mali	Agpfsly
balkanskoj	balkanski	Agpfsly
državi	država	Ncfsl
.	.	Z
		
Ramkovski	Ramkovski	Npmsn
,	,	Z
bivši	bivši	Agpmsny
vlasnik	vlasnik	Ncmsn
televizijske	televizijski	Agpfsgy
stanice	stanica	Ncfsg
A1	a1	Xf
,	,	Z
četiri	četiri	Mlc
novine	novina	Ncfpn
i	i	Cc
drugih	drugi	Mlonpg
preduzeća	preduzeće	Ncnpg
,	,	Z
osuđen	osuditi	Appmsnn
je	biti	Var3s
u	u	S
krivičnom	krivični	Agpmsly
sudu	sud	Ncmsl
u	u	S
Skoplju	Skoplje	Npnsl
14	14	Mdo
marta	mart	Ncmsg
na	na	S
13	13	Mdc
godina	godina	Ncfpg
zatvora	zatvor	Ncmsg
,	,	Z
zbog	zbog	S
pranja	pranje	Ncnsg
novca	novac	Ncmsg
,	,	Z
kriminalne	kriminalan	Agpfsgy
zavere	zavera	Ncfsg
,	,	Z
zloupotrebe	zloupotreba	Ncfsg
položaja	položaj	Ncmsg
i	i	Cc
utaje	utaja	Ncfsg
poreza	porez	Ncmsg
;	;	Z
19	19	Mdc
saučesnika	saučesnik	Ncmpg
dobilo	dobiti	Vmp-sn
je	biti	Var3s
zatvorske	zatvorski	Agpfpay
kazne	kazna	Ncfpa
u	u	S
trajanju	trajanje	Ncnsl
dve	dva	Mlcf-n
do	do	S
sedam	sedam	Mlc
godina	godina	Ncfpg
.	.	Z
		
A1	a1	Xf
TV	TV	Ncmsn
i	i	Cc
četiri	četiri	Mlc
novine	novine	Ncfpn
zatvoreni	zatvoriti	Appmpny
su	biti	Var3p
zato	zato	Cs
što	što	Cs
nisu	biti	Var3p
plaćali	plaćati	Vmp-pm
porez	porez	Ncmsan
,	,	Z
niti	niti	Cc
ispunjavali	ispunjavati	Vmp-pm
obaveze	obaveza	Ncfpa
prema	prema	S
kreditorima	kreditor	Ncmpl
.	.	Z
		
Utisak	utisak	Ncmsn
je	biti	Var3s
da	da	Cs
su	biti	Var3p
koraci	korak	Ncmpn
preduzeti	preduzeti	Appmpny
prema	prema	S
medijima	medij	Ncmpl
,	,	Z
za	za	S
koje	koji	Pi-mpa
su	biti	Var3p
izrečene	izreći	Appfpny
presude	presuda	Ncfpn
,	,	Z
selektivni	selektivan	Agpmpny
,	,	Z
te	te	Cc
da	da	Cs
institucije	institucija	Ncfpn
ne	ne	Qz
koriste	koristiti	Vmr3p
iste	isti	Agpmpay
metode	metod	Ncmpa
u	u	S
sprovođenju	sprovođenje	Ncnsl
zakona	zakon	Ncmpg
prema	prema	S
svim	sav	Agpmply
medijima	medij	Ncmpl
,	,	Z
rekla	reći	Vmp-sf
direktorka	direktorka	Ncfsn
Medijskog	medijski	Agpmsgy
instituta	institut	Ncmsg
Makedonije	Makedonija	Npfsg
Biljana	Biljana	Npfsn
Petkovska	Petkovska	Npfsn
za	za	S
SETimes	SETimes	Xf
.	.	Z
		
Neki	neki	Pi-mpn
novinari	novinar	Ncmpn
,	,	Z
a	a	Cc
posebno	posebno	Rgp
bivši	bivši	Agpmpny
zaposleni	zaposlen	Agpmpny
u	u	S
A1	a1	Xf
TV	TV	Ncmsn
,	,	Z
tvrde	tvrditi	Vmr3p
da	da	Cs
taj	taj	Pd-msn
slučaj	slučaj	Ncmsn
,	,	Z
pod	pod	S
nazivom	naziv	Ncmsi
Paukova	paukov	Aspfsny
mreža	mreža	Ncfsn
,	,	Z
predstavlja	predstavljati	Vmr3s
borbu	borba	Ncfsa
između	između	S
vlade	vlada	Ncfsg
i	i	Cc
tada	tada	Rgp
najmoćnije	moćan	Agsfsgy
TV	tv	Ncmsn
stanice	stanica	Ncfsg
u	u	S
Makedoniji	Makedonija	Npfsl
,	,	Z
koja	koji	Pi-fsn
je	biti	Var3s
kritikovala	kritikovati	Vmp-sf
njenu	njen	Ps3fsa
politiku	politika	Ncfsa
i	i	Cc
podržavala	podržavati	Vmp-sf
opoziciju	opozicija	Ncfsa
.	.	Z
		
Trenutni	trenutan	Agpmsny
politički	politički	Agpmsny
establišment	establišment	Ncmsn
staviće	staviti	Vmf3s
pod	pod	S
potpunu	potpun	Agpfsay
kontrolu	kontrola	Ncfsa
svaku	svaki	Pi-fsa
slobodnu	slobodan	Agpfsay
misao	misao	Ncfsa
i	i	Cc
svako	svaki	Pi-nsa
mišljenje	mišljenje	Ncnsa
koje	koji	Pi-nsn
je	biti	Var3s
protiv	protiv	S
njega	on	Pp3msg
.	.	Z
		
Njegov	njegov	Ps3msn
cilj	cilj	Ncmsn
,	,	Z
a	a	Cc
danas	danas	Rgp
se	sebe	Px---a
to	taj	Pd-nsn
i	i	Cc
pokazalo	pokazati	Vmp-sn
,	,	Z
bio	biti	Vap-sm
je	biti	Var3s
da	da	Cs
ućutka	ućutkati	Vmr3s
A1	a1	Xf
TV	tv	Ncmsn
i	i	Cc
Veliju	Velija	Npmsay
Ramkovskog	Ramkovski	Npmsay
,	,	Z
kao	kao	Cs
nosioce	nosilac	Ncmpa
borbe	borba	Ncfsg
protiv	protiv	S
diktature	diktatura	Ncfsg
[	[	Z
premijera	premijer	Ncmsg
]	]	Z
Nikole	Nikola	Npmsg
Gruevskog	Gruevski	Npmsg
,	,	Z
kaže	kazati	Vmr3s
bivši	bivši	Agpmsny
urednik	urednik	Ncmsn
A1	a1	Xf
TV	TV	Ncmsn
i	i	Cc
poslanik	poslanik	Ncmsn
opozicione	opozicioni	Agpfsgy
Sandžačke	sandžački	Agpfsgy
lige	liga	Ncfsg
Safet	Safet	Npmsn
Biševac	Biševac	Npmsn
.	.	Z
		
Zvaničnici	zvaničnik	Ncmpn
su	biti	Var3p
odgovorili	odgovoriti	Vmp-pm
da	da	Cs
je	biti	Var3s
A1	a1	Xf
TV	TV	Ncmsn
tretirana	tretirati	Appfsny
isto	isto	Rgp
kao	kao	Cs
bilo	bilo	Qo
koja	koji	Pi-fsn
druga	drugi	Mlofsn
organizacija	organizacija	Ncfsn
,	,	Z
a	a	Cc
Ramkovski	Ramkovski	Npmsn
je	biti	Var3s
kriv	kriv	Agpmsnn
za	za	S
višegodišnje	višegodišnji	Agpfpay
kriminalne	kriminalan	Agpfpay
aktivnosti	aktivnost	Ncfpa
.	.	Z
		
Ovo	ovaj	Pd-nsn
je	biti	Var3s
beskompromisna	beskompromisan	Agpfsny
borba	borba	Ncfsn
protiv	protiv	S
kriminala	kriminal	Ncmsg
i	i	Cc
korupcije	korupcija	Ncfsg
,	,	Z
koji	koji	Pi-mpn
postoje	postojati	Vmr3p
u	u	S
svim	sav	Agpfply
zemljama	zemlja	Ncfpl
,	,	Z
ali	ali	Cc
čije	čiji	Pi-nsn
sankcionisanje	sankcionisanje	Ncnsn
zavisi	zavisiti	Vmr3s
uglavnom	uglavnom	Rgp
od	od	S
političke	politički	Agpfsgy
volje	volja	Ncfsg
relevantnih	relevantan	Agpmpgy
faktora	faktor	Ncmpg
i	i	Cc
sposobnosti	sposobnost	Ncfsg
institucija	institucija	Ncfpg
da	da	Cs
nezavisno	nezavisno	Rgp
obavljaju	obavljati	Vmr3p
svoj	svoj	Px-msan
rad	rad	Ncmsan
,	,	Z
rekao	reći	Vmp-sm
je	biti	Var3s
poslanik	poslanik	Ncmsn
vladajuće	vladajući	Agpfsgy
VMRO	VMRO	Npmsn
Antonio	Antonio	Npmsn
Milososki	Milososki	Npmsn
za	za	S
SETimes	SETimes	Xf
.	.	Z
		
Tužioci	tužilac	Ncmpn
su	biti	Var3p
izveli	izvesti	Vmp-pm
25	25	Mdc
svedoka	svedok	Ncmpg
,	,	Z
koji	koji	Pi-mpn
su	biti	Var3p
rekli	reći	Vmp-pm
da	da	Cs
je	biti	Var3s
Ramkovski	Ramkovski	Npmsn
izbegao	izbeći	Vmp-sm
da	da	Cs
plati	platiti	Vmr3s
4,5	4,5	Mdc
miliona	milion	Ncmpg
evra	evro	Ncmpg
poreza	porez	Ncmsg
i	i	Cc
da	da	Cs
je	biti	Var3s
stekao	steći	Vmp-sm
17,5	17,5	Mdc
miliona	milion	Ncmpg
evra	evro	Ncmpg
kroz	kroz	S
prevaru	prevara	Ncfsa
--	--	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
izdavanje	izdavanje	Ncnsn
računa	račun	Ncmsg
sa	sa	S
