sam	biti	Var1s
.	.	Z
		
pa	pa	Cc
kAžite	kazati	Vmm2p
vi	vi	Pp2-pv
mEni	ja	Pp1-sd
kAko	kako	Rgp
kakO	kako	Rgp
se	sebe	Px---a
živElo	živeti	Vmp-sn
•	•	Z
naprEd	napred	Rgp
.	.	Z
		
ej	ej	I
.	.	Z
		
Opasno	opasno	Rgp
se	sebe	Px---a
živElo	živeti	Vmp-sn
.	.	Z
		
ali	ali	Cc
sAmo	samo	Rgp
mlAd	mlad	Agpmsnn
svEt	svet	Ncmsn
bIl	biti	Vcp-sm
pa	pa	Cc
svE	sav	Pi-nsa
izdržavAl	izdržavati	Vmp-sm
.	.	Z
		
a	a	Cc
inAćet	inaće	Rgp
kvO	kvo	Pq3n-n
səm	biti	Var1s
živIla	živeti	Vmp-sf
jA	ja	Pp1-sn
səm	biti	Var1s
dvE	dva	Mlcf-a
decA	deca	Ncnpn
rodIla	roditi	Vmp-sf
kUći	kuća	Ncfsd
.	.	Z
		
nE	ne	Qz
znam	znati	Vmr1s
bOlnicu	bolnica	Ncfsa
•	•	Z
nE	ne	Qz
znam	znati	Vmr1s
•	•	Z
nit	niti	Qz
səm	biti	Var1s
išlA	ići	Vmp-sf
poo	po	S
.	.	Z
		
((?))	((?))	X
kontrOle	kontrola	Ncfpa
ni	ni	Qz
po	po	S
nIšta	ništa	Pi3n-a
i	i	Cc
ovAm	ovam	Rgp
Imam	imati	Vmr1s
jednO	jedan	Mlcnsa
sopčEnce	sopčence	Ncnsa
.	.	Z
		
mAlečko	malečak	Agpnsay
sA	sad	Rgp
se	sebe	Px---a
snAjka	snajka	Ncfsn
i	i	Cc
sIna	sin	Ncmsay
se	sebe	Px---a
uselIli	useliti	Vmp-pm
.	.	Z
		
i	i	Cc
jEdan	jedan	Mlcmsa
krEvet	krevet	Ncmsa
•	•	Z
i	i	Cc
kubEnce	kubence	Ncnsa
•	•	Z
i	i	Cc
slAma	slama	Ncfsn
.	.	Z
		
mi	ja	Pp1-sd
se	sebe	Px---a
tUri	turiti	Vmr3s
•	•	Z
kəd	kəd	Cs
se	sebe	Px---a
porOdim	poroditi	Vmr1s
.	.	Z
		
kao	kao	Cs
na	na	S
svInju	svinja	Ncfsa
kəd	kəd	Cs
se	sebe	Px---a
oprAsi	oprasiti	Vmr3s
.	.	Z
		
i	i	Cc
.	.	Z
		
svekRva	svekrva	Ncfsn
mi	ja	Pp1-sd
donesE	doneti	Vmr3s
•	•	Z
pečE	peći	Vmr3s
mi	ja	Pp1-sd
kravajčE	kravajče	Ncnsa
i	i	Cc
.	.	Z
		
sirEnjice	sirenjica	Ncfsa
mi	ja	Pp1-sd
donesE	doneti	Vmr3s
da	da	Cs
jEdnem	jesti	Vmr1s
i	i	Cc
nA	na	S
zemi	zem	Ncfsl
sedIm	sedeti	Vmr1s
.	.	Z
		
ne	ne	Qz
smEm	smeti	Vmr1s
u	u	S
krEvet	krevet	Ncmsan
•	•	Z
ne	ne	Qz
smEm	smeti	Vmr1s
ni	ni	Qz
da	da	Cs
ležIm	ležati	Vmr1s
u	u	S
krEvet	krevet	Ncmsan
.	.	Z
		
nA	na	S
zemi	zem	Ncfsl
.	.	Z
		
mUž	muž	Ncmsn
u	u	S
krEvet	krevet	Ncmsan
a	a	Cc
jA	ja	Pp1-sn
.	.	Z
		
pod	pod	S
krEvet	krevet	Ncmsan
.	.	Z
		
((Laughs))	((laughs))	X
mUke	muka	Ncfpn
su	biti	Var3p
bilE	biti	Vcp-pf
mUke	muka	Ncfpn
.	.	Z
		
pa	pa	Cc
ovO	ovaj	Pd-nsn
pRvo	prvi	Mlonsn
bIo	biti	Vcp-sm
mi	ja	Pp1-sd
pRvi	prvi	Mlomsn
sIn	sin	Ncmsn
.	.	Z
		
kəd	kəd	Cs
ga	on	Pp3msa
rodI	roditi	Vmr1s
•	•	Z
a	a	Cc
jA	ja	Pp1-sn
nisAm	biti	Var1s
.	.	Z
		
posteljIcu	posteljica	Ncfsa
isterAla	isterati	Vmp-sf
.	.	Z
		
i	i	Cc
.	.	Z
		
nEma	nemati	Vmr3sn
•	•	Z
gOtovo	gotovo	Rgp
će	hteti	Var3s
se	sebe	Px---a
mrE	mreti	Vmr3s
•	•	Z
i	i	Cc
dojdE	doći	Vmr3s
jEdna	jedan	Mlcfsn
bAba	baba	Ncfsn
.	.	Z
		
i	i	Cc
kAže	kazati	Vmr3s
da	da	Cs
Uzmeš	uzeti	Vmr2s
.	.	Z
		
trI	tri	Mlc
zRna	zrno	Ncnsg
pasUlj	pasulj	Ncmsa
.	.	Z
		
pa	pa	Cc
da	da	Cs
progUtaš	progutati	Vmr2s
pa	pa	Cc
da	da	Cs
uznEš	uzeti	Vmr2s
flAšu	flaša	Ncfsa
praznU	prazan	Agpfsa
.	.	Z
		
pa	pa	Cc
da	da	Cs
se	sebe	Px---a
navedEš	navesti	Vmr2s
ovAk	ovak	Rgp
i	i	Cc
da	da	Cs
dUvaš	duvati	Vmr2s
u	u	S
flAšu	flaša	Ncfsa
kOlko	kolko	Rgp
mOž	moći	Vmr3s
jAko	jako	Rgp
.	.	Z
		
i	i	Cc
onA	ona	Pp3fsn
če	hteti	Var3s
pOjde	poći	Vmr3s
.	.	Z
		
i	i	Cc
tI	ti	Pp2-sv
vAdi	vaditi	Vmm2s
s	sa	S
rUke	ruka	Ncfpa
isEcaj	isecati	Vmm2s
•	•	Z
i	i	Cc
izvlAči	izvlačiti	Vmm2s
.	.	Z
		
i	i	Cc
jA	ja	Pp1-sn
istIn	istina	Ncfsn
takO	tako	Rgp
urAdim	uraditi	Vmr1s
.	.	Z
		
i	i	Cc
ispAde	ispasti	Vma3s
posteljIca	posteljica	Ncfsn
vIše	mnogo	Rgc
səm	biti	Var1s
mUku	muka	Ncfsa
vIdela	videti	Vmp-sf
s	sa	S
posteljIcu	posteljica	Ncfsa
nego	nego	Cc
li	li	Qq
səs	səs	S
radžAnje	radžanje	Ncnsa
.	.	Z
		
ali	ali	Cc
•	•	Z
Isto	isti	Agpnsn
i	i	Cc
rađAnje	rađanje	Ncnsn
bilO	biti	Vcp-sn
Opasno	opasan	Agpnsn
.	.	Z
		
zaa	za	S
kOpamo	kopati	Vmr1p
bunAr	bunar	Ncmsan
.	.	Z
		
vOdu	voda	Ncfsa
trAžimo	tražiti	Vmr1p
•	•	Z
i	i	Cc
jA	ja	Pp1-sn
i	i	Cc
mUž	muž	Ncmsn
•	•	Z
dvanAes	dvanaes	Mlc
mEtara	metar	Ncmpg
dubIna	dubina	Ncfsn
dOle	dole	Rgp
.	.	Z
		
kOpaju	kopati	Vmr3p
dvoIca	dvoica	Ncfsn
a	a	Cc
mI	mi	Pp1-pn
izvlAčimo	izvlačiti	Vmr1p
zEmlju	zemlja	Ncfsa
i	i	Cc
bAcamo	bacati	Vmr1p
.	.	Z
		
i	i	Cc
jA	ja	Pp1-sn
cEl	cel	Agpmsa
dən	dən	Ncmsan
.	.	Z
		
izvlačI	izvlačiti	Vmr3s
zEmlju	zemlja	Ncfsa
.	.	Z
		
i	i	Cc
Uveče	uveče	Rgp
da	da	Cs
postAim	postaiti	Vmr1s
na	na	S
•	•	Z
rAdnici	radnik	Ncmpa
.	.	Z
		
večEru	večera	Ncfsa
onO	onaj	Pd-nsn
pobEgo	pobeći	Vma3s
dA	da	Cs
l	li	Qq
od	od	S
mEn	ja	Pp1-sg
•	•	Z
uplašIli	uplašiti	Vmp-pm
se	sebe	Px---a
mUž	muž	Ncmsn
mi	ja	Pp1-sd
Ode	otići	Vma3s
da	da	Cs
.	.	Z
		
Oka	okati	Vmr3s
drUgi	drugi	Mlompa
rAdnici	radnik	Ncmpa
za	za	S
sUtradan	sutradan	Rgp
.	.	Z
		
a	a	Cc
zəlvu	zəlva	Ncfsa
Imao	imati	Vmp-sm
pa	pa	Cc
On	on	Pp3msn
drUna	druna	X
kAže	kazati	Vmr3s
.	.	Z
		
a	a	Cc
štO	što	Rgp
si	biti	Var2s
naložIla	naložiti	Vmp-sf
tI	ti	Pp2-sn
.	.	Z
		
da	da	Cs
lii	li	Qq
će	hteti	Var3s
da	da	Cs
rOdiš	roditi	Vmr2s
rEko	reći	Vma1s
mOre	more	Qx
Ajde	hajde	Qx
bEži	bežati	Vmm2s
tAm	tam	Rgp
zUb	zub	Ncmsn
me	ja	Pp1-sa
bolI	boleti	Vmr3s
pa	pa	Cc
.	.	Z
		
səm	biti	Var1s
naložIla	naložiti	Vmp-sf
zimA	zima	Rgp
mi	ja	Pp1-sd
.	.	Z
		
i	i	Cc
cElu	ceo	Agpfsa
nOć	noć	Ncfsa
se	sebe	Px---a
jA	ja	Pp1-sn
mUčim	mučiti	Vmr1s
•	•	Z
ne	ne	Qz
mOgu	moći	Vmr1s
ga	on	Pp3msa
rOdim	roditi	Vmr1s
•	•	Z
On	on	Pp3msn
dojdE	doći	Vmr3s
.	.	Z
		
rEko	reći	Vma1s
Idi	ići	Vmm2s
onAm	onam	Rgp
•	•	Z
kod	kod	S
bAbu	baba	Ncfsa
imAmo	imati	Vmr1p
kUḱu	kuḱa	Ncfsa
drUgu	drugi	Mlofsa
tAm	tam	Rgp
•	•	Z
Idi	ići	Vmm2s
pri	pri	S
bAbu	baba	Ncfsa
lEgni	leći	Vmm2s
•	•	Z
a	a	Cc
jA	ja	Pp1-sn
ću	hteti	Var1s
ovdE	ovde	Rgp
.	.	Z
		
i	i	Cc
bAba	baba	Ncfsn
dojdE	doći	Vmr3s
.	.	Z
		
pri	pri	S
mEne	ja	Pp1-sa
.	.	Z
		
ii	i	Cc
•	•	Z
svekRva	svekrva	Ncfsn
mi	ja	Pp1-sd
bEše	biti	Vce3s
strašljIiiva	strašljiv	Agpfsn
.	.	Z
		
svEkar	svekar	Ncmsn
kAže	kazati	Vmr3s
Idi	ići	Vmm2s
brE	bre	Qx
mUči	mučiti	Vmr3s
se	sebe	Px---a
dOle	dole	Rgp
•	•	Z
nEk	neka	Qx
se	sebe	Px---a
mUči	mučiti	Vmr3s
•	•	Z
i	i	Cc
jA	ja	Pp1-sn
səm	biti	Var1s
se	sebe	Px---a
mUčila	mučiti	Vmp-sf
.	.	Z
		
i	i	Cc
nEće	hteti	Var3s
da	da	Cs
On	on	Pp3msn
ju	ona	Pp3fsa
•	•	Z
na	na	S
zOr	zor	Ncmsan
Istera	isterati	Vmr3s
jA	ja	Pp1-sn
čUjem	čuti	Vmr1s
kvO	kvo	Pi3n-a
prIčaju	pričati	Vmr3p
.	.	Z
		
i	i	Cc
Ona	ona	Pp3fsn
dojdE	doći	Vmr3s
•	•	Z
jA	ja	Pp1-sn
č	hteti	Var3s
im	ići	Vmr1s
za	za	S
strInu	strina	Ncfsa
•	•	Z
Imaše	imati	Vme3s
strInu	strina	Ncfsa
Ovde	ovde	Rgp
dOle	dole	Rgp
.	.	Z
		
jA	ja	Pp1-sn
ne	ne	Qz
smEm	smeti	Vmr1s
.	.	Z
		
pri	pri	S
tEbe	ti	Pp2-sa
.	.	Z
		
jA	ja	Pp1-sn
se	sebe	Px---a
•	•	Z
stIskam	stiskati	Vmr1s
rAmena	rame	Ncnpa
kakO	kako	Rgp
Oće	hteti	Vmr3s
.	.	Z
		
i	i	Cc
dok	dok	Cs
d	da	Cs
otIde	otići	Vmr3s
za	za	S
strInu	strina	Ncfsa
də	da	Cs
dOjde	doći	Vmr3s
onO	onaj	Pd-nsn
se	sebe	Px---a
rOdi	roditi	Vmr3s
.	.	Z
		
ali	ali	Cc
tEk	tek	Rgp
Ujutru	ujutru	Rgp
•	•	Z
se	sebe	Px---a
rOdi	roditi	Vmr3s
.	.	Z
		
i	i	Cc
onA	ona	Pp3fsn
me	ja	Pp1-sa
dalA	dati	Vmp-sf
mi	ja	Pp1-sd
zOr	zor	Ncmsan
•	•	Z
a	a	Cc
jA	ja	Pp1-sn
sam	biti	Var1s
prE	pre	S
tOga	taj	Pd-nsg
Išla	ići	Vmp-sf
sam	biti	Var1s
jA	ja	Pp1-sn
u	u	S
.	.	Z
		
škOlu	škola	Ncfsa
•	•	Z
kao	kao	Cs
.	.	Z
		
medecInska	medecinska	Agpfsn
.	.	Z
		
a	a	Cc
i	i	Cc
znalA	znati	Vmp-sf
sam	biti	Var1s
i	i	Cc
skuvAla	skuvati	Vmp-sf
sam	biti	Var1s
i	i	Cc
kanApće	kanapće	Ncnsa
i	i	Cc
da	da	Cs
mu	on	Pp3msd
vEžem	vezati	Vmr1s
pUpak	pupak	Ncmsan
i	i	Cc
.	.	Z
		
ii	i	Cc
pelEne	pelena	Ncfpa
sam	biti	Var1s
spremIla	spremiti	Vmp-sf
•	•	Z
kakvE	kakav	Pq-fpn
pElene	pelena	Ncfpn
nacEpim	nacepiti	Vmr1s
odi	odi	S
košUlje	košulja	Ncfsg
odi	odi	S
takvO	takav	Pd-nsa
od	od	S
onakvO	onakav	Pd-nsa
•	•	Z
svE	sav	Pi-nsa
povOj	povoj	Ncmsan
svE	sav	Pi-nsa
sam	biti	Var1s
spremIla	spremiti	Vmp-sf
.	.	Z
		
i	i	Cc
onA	ona	Pp3fsn
počE	početi	Vma3s
da	da	Cs
se	sebe	Px---a
lUta	lutati	Vmr3s
da	da	Cs
trAži	tražiti	Vmr3s
rEko	reći	Vma1s
jA	ja	Pp1-sn
səm	biti	Var1s
si	sebe	Px---d
svE	sav	Pi-nsa
spremIla	spremiti	Vmp-sf
.	.	Z
		
dObro	dobro	Rgp
Ajde	hajde	Qx
da	da	Cs
ga	on	Pp3msa
kUpeš	kupati	Vmr2s
•	•	Z
donEse	doneti	Vmr3s
u	u	S
lAvor	lavor	Ncmsan
vOdu	voda	Ncfsa
.	.	Z
		
i	i	Cc
jA	ja	Pp1-sn
((ššš))	((ššš))	X
i	i	Cc
jA	ja	Pp1-sn
ne	ne	Qz
mOgu	moći	Vmr1s
pAdla	pasti	Vmp-sf
səm	biti	Var1s
•	•	Z
onesvestIla	onesvestiti	Vmp-sf
səm	biti	Var1s
iskrvarIla	iskrvariti	Vmp-sf
səm	biti	Var1s
.	.	Z
		
i	i	Cc
pAdla	pasti	Vmp-sf
sam	biti	Var1s
•	•	Z
i	i	Cc
nIšta	ništa	Pi3n-a
nE	ne	Qz
znam	znati	Vmr1s
.	.	Z
		
i	i	Cc
kAd	kad	Cs
se	sebe	Px---a
proboravI	proboraviti	Vmr3s
jA	ja	Pp1-sn
sam	biti	Var1s
na	na	S
bAbino	babin	Agsnsa
krIlo	krilo	Ncnsa
.	.	Z
		
u	u	S
skUt	skut	Ncmsan
səm	biti	Var1s
turIla	turiti	Vmp-sf
glAvu	glava	Ncfsa
i	i	Cc
•	•	Z
nIšta	ništa	Pi3n-n
.	.	Z
		
i	i	Cc
bAba	baba	Ncfsn
plAče	plakati	Vmr3s
.	.	Z
		
ee	e	I
e	e	I
štO	što	Rgp
li	li	Qq
ga	on	Pp3msa
rOdi	roditi	Vmr3s
pa	pa	Cc
ga	on	Pp3msa
Ostavi	ostaviti	Vmr3s
.	.	Z
		
a	a	Cc
mAma	mama	Ncfsn
•	•	Z
ko	kao	Cs
svekRva	svekrva	Ncfsn
•	•	Z
kao	kao	Cs
.	.	Z
		
kAže	kazati	Vmr3s
Ajde	hajde	Qx
Ajde	hajde	Qx
mOraš	morati	Vmr2s
•	•	Z
mOraš	morati	Vmr2s
dIži	dizati	Vmm2s
se	sebe	Px---a
i	i	Cc
kUpi	kupati	Vmm2s
ga	on	Pp3msa
.	.	Z
		
ma	ma	I
ne	ne	Qz
mOgu	moći	Vmr1s
brE	bre	Qx
ako	ako	Cs
Oč	hteti	Vmr3s
kUpi	kupati	Vmm2s
ka	on	Pp3msa
ako	ako	Cs
nEč	hteti	Vmr3s
kAko	kako	Rgp
Očeš	hteti	Vmr2s
mAni	manuti	Vmm2s
mi	ja	Pp1-sd
se	sebe	Px---a
.	.	Z
		
i	i	Cc
Ona	ona	Pp3fsn
morA	morati	Vmr3s
da	da	Cs
ga	on	Pp3msa
•	•	Z
promIje	promiti	Vmr3s
nA	na	S
dve	dve	Mlcf-a
nA	na	S
tri	tri	Mlc
i	i	Cc
pOvi	poviti	Vma3s
ga	on	Pp3msa
i	i	Cc
svE	sav	Pi-nsn
i	i	Cc
.	.	Z
		
dAde	dati	Vmr3s
mi	ja	Pp1-sd
ga	on	Pp3msa
da	da	Cs
ga	on	Pp3msa
dOim	doiti	Vmr1s
.	.	Z
		
kAkvo	kakav	Pq-nsn
dojEnje	dojenje	Ncnsn
jA	ja	Pp1-sn
li	li	Qq
nEmam	nemati	Vmr1s
dUšu	duša	Ncfsa
ta	ta	Cc
ču	hteti	Var1s
ga	on	Pp3msa
dOim	doiti	Vmr1s
•	•	Z
pa	pa	Cc
morA	morati	Vmr3s
da	da	Cs
Oka	okati	Vmr3s
drUgu	drugi	Mlofsa
.	.	Z
		
da	da	Cs
dOjde	doći	Vmr3s
da	da	Cs
ga	on	Pp3msa
zadOi	zadoiti	Vmr3s
ženU	žena	Ncfsa
kojA	koji	Pr-fsn
imAla	imati	Vmp-sf
detE	dete	Ncnsa
•	•	Z
mAlečko	malečak	Agpnsay
.	.	Z
		
brE	bre	Qx
mUḱe	mUḱa	Ncfpn
su	biti	Var3p
bIle	biti	Vmp-pf
lEle	lele	I
mUḱe	mUḱa	Ncfpn
su	biti	Var3p
bIle	biti	Vmp-pf
lEle	lele	I
sAd	sad	Rgp
žIva	živ	Agpfsny
uživAncija	uživancija	Ncfsn
.	.	Z
		
pa	pa	Cc
minUše	minuti	Vma3p
nekOlko	nekolko	Rgp
dəna	dən	Ncmsg
onA	ona	Pp3fsn
me	ja	Pp1-sa
zabrAla	zabrati	Vmp-sf
da	da	Cs
pErem	prati	Vmr1s
.	.	Z
		
onIja	onija	Pd-mpn
stvAri	stvar	Ncfpn
svE	sav	Pi-nsn
izmAzani	izmazati	Appmpny
ispRljani	isprljati	Appmpny
.	.	Z
		
i	i	Cc
tOj	taj	Pd-nsn
nApolje	napolje	Rgp
.	.	Z
		
zgrejAla	zgrejati	Vmp-sf
mi	ja	Pp1-sd
vOdu	voda	Ncfsa
i	i	Cc
d	da	Cs
Idem	ići	Vmr1s
nApolje	napolje	Rgp
tAm	tam	Rgp
dalEko	daleko	Rgp
.	.	Z
		
da	da	Cs
ne	ne	Qz
blIzu	blizu	Rgp
okOlo	okolo	S
kUću	kuća	Ncfsa
•	•	Z
mAmo	mama	Ncfsv
ne	ne	Qz
mOgu	moći	Vmr1s
.	.	Z
		
mOraš	morati	Vmr2s
mOraš	morati	Vmr2s
mOraš	morati	Vmr2s
nEje	biti	Var3sn
lAko	lako	Rgp
da	da	Cs
bUdeš	biti	Vmr2s
•	•	Z
nAna	nana	Ncfsn
.	.	Z
		
i	i	Cc
jA	ja	Pp1-sn
i	i	Cc
dObro	dobro	Rgp
oprA	oprati	Vma1s
nEkako	nekako	Rgp
nA	na	S
dve	dva	Mlcf-a
nA	na	S
tri	tri	Mlc
i	i	Cc
sA	sad	Rgp
da	da	Cs
